"geo"t"sex"t"agequinq"t"time"t"population"
"AD"t"F"t"Y15-19"t1986-01-01t1530
"AD"t"F"t"Y15-19"t1987-01-01t1619
"AD"t"F"t"Y15-19"t1988-01-01t1685
"AD"t"F"t"Y15-19"t1989-01-01t1747
"AD"t"F"t"Y15-19"t1990-01-01t1798
"AD"t"F"t"Y15-19"t1991-01-01t1895
"AD"t"F"t"Y15-19"t1992-01-01t1980
"AD"t"F"t"Y15-19"t1993-01-01t1970
"AD"t"F"t"Y15-19"t1994-01-01t1996
"AD"t"F"t"Y15-19"t1995-01-01t1869
"AD"t"F"t"Y15-19"t1996-01-01t1801
"AD"t"F"t"Y15-19"t1997-01-01t1802
"AD"t"F"t"Y15-19"t1998-01-01t1786
"AD"t"F"t"Y15-19"t1999-01-01t1760
"AD"t"F"t"Y15-19"t2000-01-01t1672
"AD"t"F"t"Y15-19"t2001-01-01t1646
"AD"t"F"t"Y15-19"t2002-01-01t1600
"AD"t"F"t"Y15-19"t2003-01-01t1504
"AD"t"F"t"Y15-19"t2004-01-01t1577
"AD"t"F"t"Y15-19"t2005-01-01t1680
"AD"t"F"t"Y15-19"t2006-01-01t1731
"AD"t"F"t"Y15-19"t2007-01-01t1798
"AD"t"F"t"Y15-19"t2008-01-01t1896
"AD"t"F"t"Y15-19"t2009-01-01t1898
"AD"t"F"t"Y15-19"t2010-01-01t1832
"AD"t"F"t"Y15-19"t2011-01-01t1779
"AD"t"F"t"Y15-19"t2012-01-01t1779
"AD"t"F"t"Y15-19"t2013-01-01t1739
"AD"t"F"t"Y15-19"t2019-01-01t1981
"AD"t"M"t"Y15-19"t1986-01-01t1640
"AD"t"M"t"Y15-19"t1987-01-01t1725
"AD"t"M"t"Y15-19"t1988-01-01t1812
"AD"t"M"t"Y15-19"t1989-01-01t1853
"AD"t"M"t"Y15-19"t1990-01-01t1936
"AD"t"M"t"Y15-19"t1991-01-01t2064
"AD"t"M"t"Y15-19"t1992-01-01t2185
"AD"t"M"t"Y15-19"t1993-01-01t2123
"AD"t"M"t"Y15-19"t1994-01-01t2143
"AD"t"M"t"Y15-19"t1995-01-01t2074
"AD"t"M"t"Y15-19"t1996-01-01t1994
"AD"t"M"t"Y15-19"t1997-01-01t1930
"AD"t"M"t"Y15-19"t1998-01-01t1908
"AD"t"M"t"Y15-19"t1999-01-01t1871
"AD"t"M"t"Y15-19"t2000-01-01t1776
"AD"t"M"t"Y15-19"t2001-01-01t1725
"AD"t"M"t"Y15-19"t2002-01-01t1677
"AD"t"M"t"Y15-19"t2003-01-01t1641
"AD"t"M"t"Y15-19"t2004-01-01t1710
"AD"t"M"t"Y15-19"t2005-01-01t1845
"AD"t"M"t"Y15-19"t2006-01-01t1884
"AD"t"M"t"Y15-19"t2007-01-01t1934
"AD"t"M"t"Y15-19"t2008-01-01t2028
"AD"t"M"t"Y15-19"t2009-01-01t2076
"AD"t"M"t"Y15-19"t2010-01-01t2060
"AD"t"M"t"Y15-19"t2011-01-01t2035
"AD"t"M"t"Y15-19"t2012-01-01t2035
"AD"t"M"t"Y15-19"t2013-01-01t2035
"AD"t"M"t"Y15-19"t2019-01-01t2096
"AD"t"F"t"Y20-24"t1986-01-01t1993
"AD"t"F"t"Y20-24"t1987-01-01t2153
"AD"t"F"t"Y20-24"t1988-01-01t2057
"AD"t"F"t"Y20-24"t1989-01-01t2070
"AD"t"F"t"Y20-24"t1990-01-01t1997
"AD"t"F"t"Y20-24"t1991-01-01t2111
"AD"t"F"t"Y20-24"t1992-01-01t2592
"AD"t"F"t"Y20-24"t1993-01-01t2780
"AD"t"F"t"Y20-24"t1994-01-01t2714
"AD"t"F"t"Y20-24"t1995-01-01t2586
"AD"t"F"t"Y20-24"t1996-01-01t2508
"AD"t"F"t"Y20-24"t1997-01-01t2470
"AD"t"F"t"Y20-24"t1998-01-01t2381
"AD"t"F"t"Y20-24"t1999-01-01t2341
"AD"t"F"t"Y20-24"t2000-01-01t2123
"AD"t"F"t"Y20-24"t2001-01-01t1965
"AD"t"F"t"Y20-24"t2002-01-01t1908
"AD"t"F"t"Y20-24"t2003-01-01t1882
"AD"t"F"t"Y20-24"t2004-01-01t2189
"AD"t"F"t"Y20-24"t2005-01-01t2375
"AD"t"F"t"Y20-24"t2006-01-01t2411
"AD"t"F"t"Y20-24"t2007-01-01t2429
"AD"t"F"t"Y20-24"t2008-01-01t2311
"AD"t"F"t"Y20-24"t2009-01-01t2264
"AD"t"F"t"Y20-24"t2010-01-01t2133
"AD"t"F"t"Y20-24"t2011-01-01t1893
"AD"t"F"t"Y20-24"t2012-01-01t1893
"AD"t"F"t"Y20-24"t2013-01-01t1871
"AD"t"F"t"Y20-24"t2019-01-01t1841
"AD"t"M"t"Y20-24"t1986-01-01t2156
"AD"t"M"t"Y20-24"t1987-01-01t2214
"AD"t"M"t"Y20-24"t1988-01-01t2193
"AD"t"M"t"Y20-24"t1989-01-01t2189
"AD"t"M"t"Y20-24"t1990-01-01t2068
"AD"t"M"t"Y20-24"t1991-01-01t2414
"AD"t"M"t"Y20-24"t1992-01-01t2896
"AD"t"M"t"Y20-24"t1993-01-01t3039
"AD"t"M"t"Y20-24"t1994-01-01t2912
"AD"t"M"t"Y20-24"t1995-01-01t2726
"AD"t"M"t"Y20-24"t1996-01-01t2566
"AD"t"M"t"Y20-24"t1997-01-01t2475
"AD"t"M"t"Y20-24"t1998-01-01t2425
"AD"t"M"t"Y20-24"t1999-01-01t2343
"AD"t"M"t"Y20-24"t2000-01-01t2255
"AD"t"M"t"Y20-24"t2001-01-01t2110
"AD"t"M"t"Y20-24"t2002-01-01t1991
"AD"t"M"t"Y20-24"t2003-01-01t1932
"AD"t"M"t"Y20-24"t2004-01-01t2215
"AD"t"M"t"Y20-24"t2005-01-01t2383
"AD"t"M"t"Y20-24"t2006-01-01t2438
"AD"t"M"t"Y20-24"t2007-01-01t2554
"AD"t"M"t"Y20-24"t2008-01-01t2479
"AD"t"M"t"Y20-24"t2009-01-01t2366
"AD"t"M"t"Y20-24"t2010-01-01t2219
"AD"t"M"t"Y20-24"t2011-01-01t1950
"AD"t"M"t"Y20-24"t2012-01-01t1950
"AD"t"M"t"Y20-24"t2013-01-01t1954
"AD"t"M"t"Y20-24"t2019-01-01t2164
"AD"t"F"t"Y25-29"t1986-01-01t2298
"AD"t"F"t"Y25-29"t1987-01-01t2387
"AD"t"F"t"Y25-29"t1988-01-01t2527
"AD"t"F"t"Y25-29"t1989-01-01t2586
"AD"t"F"t"Y25-29"t1990-01-01t2558
"AD"t"F"t"Y25-29"t1991-01-01t2742
"AD"t"F"t"Y25-29"t1992-01-01t3153
"AD"t"F"t"Y25-29"t1993-01-01t3325
"AD"t"F"t"Y25-29"t1994-01-01t3450
"AD"t"F"t"Y25-29"t1995-01-01t3392
"AD"t"F"t"Y25-29"t1996-01-01t3257
"AD"t"F"t"Y25-29"t1997-01-01t3219
"AD"t"F"t"Y25-29"t1998-01-01t3225
"AD"t"F"t"Y25-29"t1999-01-01t3092
"AD"t"F"t"Y25-29"t2000-01-01t3027
"AD"t"F"t"Y25-29"t2001-01-01t2843
"AD"t"F"t"Y25-29"t2002-01-01t2711
"AD"t"F"t"Y25-29"t2003-01-01t2605
"AD"t"F"t"Y25-29"t2004-01-01t2998
"AD"t"F"t"Y25-29"t2005-01-01t3228
"AD"t"F"t"Y25-29"t2006-01-01t3331
"AD"t"F"t"Y25-29"t2007-01-01t3419
"AD"t"F"t"Y25-29"t2008-01-01t3407
"AD"t"F"t"Y25-29"t2009-01-01t3360
"AD"t"F"t"Y25-29"t2010-01-01t3141
"AD"t"F"t"Y25-29"t2011-01-01t2706
"AD"t"F"t"Y25-29"t2012-01-01t2706
"AD"t"F"t"Y25-29"t2013-01-01t2378
"AD"t"F"t"Y25-29"t2019-01-01t2214
"AD"t"M"t"Y25-29"t1986-01-01t2827
"AD"t"M"t"Y25-29"t1987-01-01t2904
"AD"t"M"t"Y25-29"t1988-01-01t2857
"AD"t"M"t"Y25-29"t1989-01-01t2924
"AD"t"M"t"Y25-29"t1990-01-01t2769
"AD"t"M"t"Y25-29"t1991-01-01t3180
"AD"t"M"t"Y25-29"t1992-01-01t3705
"AD"t"M"t"Y25-29"t1993-01-01t3824
"AD"t"M"t"Y25-29"t1994-01-01t3875
"AD"t"M"t"Y25-29"t1995-01-01t3608
"AD"t"M"t"Y25-29"t1996-01-01t3387
"AD"t"M"t"Y25-29"t1997-01-01t3256
"AD"t"M"t"Y25-29"t1998-01-01t3193
"AD"t"M"t"Y25-29"t1999-01-01t3069
"AD"t"M"t"Y25-29"t2000-01-01t2941
"AD"t"M"t"Y25-29"t2001-01-01t2755
"AD"t"M"t"Y25-29"t2002-01-01t2645
"AD"t"M"t"Y25-29"t2003-01-01t2559
"AD"t"M"t"Y25-29"t2004-01-01t2967
"AD"t"M"t"Y25-29"t2005-01-01t3418
"AD"t"M"t"Y25-29"t2006-01-01t3571
"AD"t"M"t"Y25-29"t2007-01-01t3632
"AD"t"M"t"Y25-29"t2008-01-01t3622
"AD"t"M"t"Y25-29"t2009-01-01t3513
"AD"t"M"t"Y25-29"t2010-01-01t3158
"AD"t"M"t"Y25-29"t2011-01-01t2600
"AD"t"M"t"Y25-29"t2012-01-01t2600
"AD"t"M"t"Y25-29"t2013-01-01t2393
"AD"t"M"t"Y25-29"t2019-01-01t2356
"AD"t"F"t"Y30-34"t1986-01-01t2016
"AD"t"F"t"Y30-34"t1987-01-01t2190
"AD"t"F"t"Y30-34"t1988-01-01t2257
"AD"t"F"t"Y30-34"t1989-01-01t2406
"AD"t"F"t"Y30-34"t1990-01-01t2417
"AD"t"F"t"Y30-34"t1991-01-01t2596
"AD"t"F"t"Y30-34"t1992-01-01t2842
"AD"t"F"t"Y30-34"t1993-01-01t3060
"AD"t"F"t"Y30-34"t1994-01-01t3296
"AD"t"F"t"Y30-34"t1995-01-01t3309
"AD"t"F"t"Y30-34"t1996-01-01t3288
"AD"t"F"t"Y30-34"t1997-01-01t3365
"AD"t"F"t"Y30-34"t1998-01-01t3385
"AD"t"F"t"Y30-34"t1999-01-01t3404
"AD"t"F"t"Y30-34"t2000-01-01t3373
"AD"t"F"t"Y30-34"t2001-01-01t3290
"AD"t"F"t"Y30-34"t2002-01-01t3204
"AD"t"F"t"Y30-34"t2003-01-01t3236
"AD"t"F"t"Y30-34"t2004-01-01t3470
"AD"t"F"t"Y30-34"t2005-01-01t3761
"AD"t"F"t"Y30-34"t2006-01-01t3849
"AD"t"F"t"Y30-34"t2007-01-01t3962
"AD"t"F"t"Y30-34"t2008-01-01t3986
"AD"t"F"t"Y30-34"t2009-01-01t4001
"AD"t"F"t"Y30-34"t2010-01-01t3877
"AD"t"F"t"Y30-34"t2011-01-01t3450
"AD"t"F"t"Y30-34"t2012-01-01t3450
"AD"t"F"t"Y30-34"t2013-01-01t3299
"AD"t"F"t"Y30-34"t2019-01-01t2499
"AD"t"M"t"Y30-34"t1986-01-01t2474
"AD"t"M"t"Y30-34"t1987-01-01t2645
"AD"t"M"t"Y30-34"t1988-01-01t2769
"AD"t"M"t"Y30-34"t1989-01-01t2882
"AD"t"M"t"Y30-34"t1990-01-01t2808
"AD"t"M"t"Y30-34"t1991-01-01t3196
"AD"t"M"t"Y30-34"t1992-01-01t3570
"AD"t"M"t"Y30-34"t1993-01-01t3681
"AD"t"M"t"Y30-34"t1994-01-01t3988
"AD"t"M"t"Y30-34"t1995-01-01t3822
"AD"t"M"t"Y30-34"t1996-01-01t3683
"AD"t"M"t"Y30-34"t1997-01-01t3712
"AD"t"M"t"Y30-34"t1998-01-01t3696
"AD"t"M"t"Y30-34"t1999-01-01t3720
"AD"t"M"t"Y30-34"t2000-01-01t3528
"AD"t"M"t"Y30-34"t2001-01-01t3333
"AD"t"M"t"Y30-34"t2002-01-01t3188
"AD"t"M"t"Y30-34"t2003-01-01t3165
"AD"t"M"t"Y30-34"t2004-01-01t3491
"AD"t"M"t"Y30-34"t2005-01-01t3840
"AD"t"M"t"Y30-34"t2006-01-01t4024
"AD"t"M"t"Y30-34"t2007-01-01t4172
"AD"t"M"t"Y30-34"t2008-01-01t4195
"AD"t"M"t"Y30-34"t2009-01-01t4234
"AD"t"M"t"Y30-34"t2010-01-01t4086
"AD"t"M"t"Y30-34"t2011-01-01t3488
"AD"t"M"t"Y30-34"t2012-01-01t3488
"AD"t"M"t"Y30-34"t2013-01-01t3299
"AD"t"M"t"Y30-34"t2019-01-01t2563
"AD"t"F"t"Y35-39"t1986-01-01t1764
"AD"t"F"t"Y35-39"t1987-01-01t1828
"AD"t"F"t"Y35-39"t1988-01-01t1883
"AD"t"F"t"Y35-39"t1989-01-01t1984
"AD"t"F"t"Y35-39"t1990-01-01t2019
"AD"t"F"t"Y35-39"t1991-01-01t2181
"AD"t"F"t"Y35-39"t1992-01-01t2332
"AD"t"F"t"Y35-39"t1993-01-01t2430
"AD"t"F"t"Y35-39"t1994-01-01t2725
"AD"t"F"t"Y35-39"t1995-01-01t2766
"AD"t"F"t"Y35-39"t1996-01-01t2820
"AD"t"F"t"Y35-39"t1997-01-01t2854
"AD"t"F"t"Y35-39"t1998-01-01t2986
"AD"t"F"t"Y35-39"t1999-01-01t3072
"AD"t"F"t"Y35-39"t2000-01-01t3142
"AD"t"F"t"Y35-39"t2001-01-01t3162
"AD"t"F"t"Y35-39"t2002-01-01t3243
"AD"t"F"t"Y35-39"t2003-01-01t3297
"AD"t"F"t"Y35-39"t2004-01-01t3503
"AD"t"F"t"Y35-39"t2005-01-01t3707
"AD"t"F"t"Y35-39"t2006-01-01t3711
"AD"t"F"t"Y35-39"t2007-01-01t3781
"AD"t"F"t"Y35-39"t2008-01-01t3940
"AD"t"F"t"Y35-39"t2009-01-01t3942
"AD"t"F"t"Y35-39"t2010-01-01t3937
"AD"t"F"t"Y35-39"t2011-01-01t3794
"AD"t"F"t"Y35-39"t2012-01-01t3794
"AD"t"F"t"Y35-39"t2013-01-01t3690
"AD"t"F"t"Y35-39"t2019-01-01t3144
"AD"t"M"t"Y35-39"t1986-01-01t2095
"AD"t"M"t"Y35-39"t1987-01-01t2226
"AD"t"M"t"Y35-39"t1988-01-01t2325
"AD"t"M"t"Y35-39"t1989-01-01t2455
"AD"t"M"t"Y35-39"t1990-01-01t2429
"AD"t"M"t"Y35-39"t1991-01-01t2626
"AD"t"M"t"Y35-39"t1992-01-01t2868
"AD"t"M"t"Y35-39"t1993-01-01t2990
"AD"t"M"t"Y35-39"t1994-01-01t3385
"AD"t"M"t"Y35-39"t1995-01-01t3394
"AD"t"M"t"Y35-39"t1996-01-01t3382
"AD"t"M"t"Y35-39"t1997-01-01t3456
"AD"t"M"t"Y35-39"t1998-01-01t3491
"AD"t"M"t"Y35-39"t1999-01-01t3534
"AD"t"M"t"Y35-39"t2000-01-01t3540
"AD"t"M"t"Y35-39"t2001-01-01t3518
"AD"t"M"t"Y35-39"t2002-01-01t3531
"AD"t"M"t"Y35-39"t2003-01-01t3531
"AD"t"M"t"Y35-39"t2004-01-01t3809
"AD"t"M"t"Y35-39"t2005-01-01t3997
"AD"t"M"t"Y35-39"t2006-01-01t4013
"AD"t"M"t"Y35-39"t2007-01-01t4090
"AD"t"M"t"Y35-39"t2008-01-01t4200
"AD"t"M"t"Y35-39"t2009-01-01t4253
"AD"t"M"t"Y35-39"t2010-01-01t4239
"AD"t"M"t"Y35-39"t2011-01-01t3873
"AD"t"M"t"Y35-39"t2012-01-01t3873
"AD"t"M"t"Y35-39"t2013-01-01t3715
"AD"t"M"t"Y35-39"t2019-01-01t3125
"AD"t"F"t"Y40-44"t1986-01-01t1319
"AD"t"F"t"Y40-44"t1987-01-01t1472
"AD"t"F"t"Y40-44"t1988-01-01t1565
"AD"t"F"t"Y40-44"t1989-01-01t1690
"AD"t"F"t"Y40-44"t1990-01-01t1759
"AD"t"F"t"Y40-44"t1991-01-01t1877
"AD"t"F"t"Y40-44"t1992-01-01t1943
"AD"t"F"t"Y40-44"t1993-01-01t2051
"AD"t"F"t"Y40-44"t1994-01-01t2229
"AD"t"F"t"Y40-44"t1995-01-01t2218
"AD"t"F"t"Y40-44"t1996-01-01t2248
"AD"t"F"t"Y40-44"t1997-01-01t2350
"AD"t"F"t"Y40-44"t1998-01-01t2430
"AD"t"F"t"Y40-44"t1999-01-01t2527
"AD"t"F"t"Y40-44"t2000-01-01t2614
"AD"t"F"t"Y40-44"t2001-01-01t2703
"AD"t"F"t"Y40-44"t2002-01-01t2798
"AD"t"F"t"Y40-44"t2003-01-01t2920
"AD"t"F"t"Y40-44"t2004-01-01t3168
"AD"t"F"t"Y40-44"t2005-01-01t3381
"AD"t"F"t"Y40-44"t2006-01-01t3453
"AD"t"F"t"Y40-44"t2007-01-01t3604
"AD"t"F"t"Y40-44"t2008-01-01t3693
"AD"t"F"t"Y40-44"t2009-01-01t3795
"AD"t"F"t"Y40-44"t2010-01-01t3802
"AD"t"F"t"Y40-44"t2011-01-01t3571
"AD"t"F"t"Y40-44"t2012-01-01t3571
"AD"t"F"t"Y40-44"t2013-01-01t3568
"AD"t"F"t"Y40-44"t2019-01-01t3524
"AD"t"M"t"Y40-44"t1986-01-01t1661
"AD"t"M"t"Y40-44"t1987-01-01t1773
"AD"t"M"t"Y40-44"t1988-01-01t1946
"AD"t"M"t"Y40-44"t1989-01-01t2122
"AD"t"M"t"Y40-44"t1990-01-01t2109
"AD"t"M"t"Y40-44"t1991-01-01t2211
"AD"t"M"t"Y40-44"t1992-01-01t2399
"AD"t"M"t"Y40-44"t1993-01-01t2548
"AD"t"M"t"Y40-44"t1994-01-01t2873
"AD"t"M"t"Y40-44"t1995-01-01t2840
"AD"t"M"t"Y40-44"t1996-01-01t2756
"AD"t"M"t"Y40-44"t1997-01-01t2865
"AD"t"M"t"Y40-44"t1998-01-01t2971
"AD"t"M"t"Y40-44"t1999-01-01t3035
"AD"t"M"t"Y40-44"t2000-01-01t3133
"AD"t"M"t"Y40-44"t2001-01-01t3186
"AD"t"M"t"Y40-44"t2002-01-01t3311
"AD"t"M"t"Y40-44"t2003-01-01t3362
"AD"t"M"t"Y40-44"t2004-01-01t3611
"AD"t"M"t"Y40-44"t2005-01-01t3850
"AD"t"M"t"Y40-44"t2006-01-01t3932
"AD"t"M"t"Y40-44"t2007-01-01t4102
"AD"t"M"t"Y40-44"t2008-01-01t4196
"AD"t"M"t"Y40-44"t2009-01-01t4262
"AD"t"M"t"Y40-44"t2010-01-01t4146
"AD"t"M"t"Y40-44"t2011-01-01t3731
"AD"t"M"t"Y40-44"t2012-01-01t3731
"AD"t"M"t"Y40-44"t2013-01-01t3692
"AD"t"M"t"Y40-44"t2019-01-01t3511
"AD"t"F"t"Y45-49"t1986-01-01t1081
"AD"t"F"t"Y45-49"t1987-01-01t1117
"AD"t"F"t"Y45-49"t1988-01-01t1163
"AD"t"F"t"Y45-49"t1989-01-01t1329
"AD"t"F"t"Y45-49"t1990-01-01t1450
"AD"t"F"t"Y45-49"t1991-01-01t1502
"AD"t"F"t"Y45-49"t1992-01-01t1648
"AD"t"F"t"Y45-49"t1993-01-01t1713
"AD"t"F"t"Y45-49"t1994-01-01t1848
"AD"t"F"t"Y45-49"t1995-01-01t1907
"AD"t"F"t"Y45-49"t1996-01-01t2010
"AD"t"F"t"Y45-49"t1997-01-01t2044
"AD"t"F"t"Y45-49"t1998-01-01t2072
"AD"t"F"t"Y45-49"t1999-01-01t2090
"AD"t"F"t"Y45-49"t2000-01-01t2108
"AD"t"F"t"Y45-49"t2001-01-01t2196
"AD"t"F"t"Y45-49"t2002-01-01t2329
"AD"t"F"t"Y45-49"t2003-01-01t2416
"AD"t"F"t"Y45-49"t2004-01-01t2649
"AD"t"F"t"Y45-49"t2005-01-01t2846
"AD"t"F"t"Y45-49"t2006-01-01t2905
"AD"t"F"t"Y45-49"t2007-01-01t3044
"AD"t"F"t"Y45-49"t2008-01-01t3229
"AD"t"F"t"Y45-49"t2009-01-01t3373
"AD"t"F"t"Y45-49"t2010-01-01t3470
"AD"t"F"t"Y45-49"t2011-01-01t3436
"AD"t"F"t"Y45-49"t2012-01-01t3436
"AD"t"F"t"Y45-49"t2013-01-01t3338
"AD"t"F"t"Y45-49"t2019-01-01t3455
"AD"t"M"t"Y45-49"t1986-01-01t1214
"AD"t"M"t"Y45-49"t1987-01-01t1263
"AD"t"M"t"Y45-49"t1988-01-01t1312
"AD"t"M"t"Y45-49"t1989-01-01t1501
"AD"t"M"t"Y45-49"t1990-01-01t1649
"AD"t"M"t"Y45-49"t1991-01-01t1816
"AD"t"M"t"Y45-49"t1992-01-01t1915
"AD"t"M"t"Y45-49"t1993-01-01t2121
"AD"t"M"t"Y45-49"t1994-01-01t2402
"AD"t"M"t"Y45-49"t1995-01-01t2389
"AD"t"M"t"Y45-49"t1996-01-01t2480
"AD"t"M"t"Y45-49"t1997-01-01t2522
"AD"t"M"t"Y45-49"t1998-01-01t2594
"AD"t"M"t"Y45-49"t1999-01-01t2625
"AD"t"M"t"Y45-49"t2000-01-01t2679
"AD"t"M"t"Y45-49"t2001-01-01t2634
"AD"t"M"t"Y45-49"t2002-01-01t2769
"AD"t"M"t"Y45-49"t2003-01-01t2897
"AD"t"M"t"Y45-49"t2004-01-01t3153
"AD"t"M"t"Y45-49"t2005-01-01t3389
"AD"t"M"t"Y45-49"t2006-01-01t3403
"AD"t"M"t"Y45-49"t2007-01-01t3573
"AD"t"M"t"Y45-49"t2008-01-01t3715
"AD"t"M"t"Y45-49"t2009-01-01t3854
"AD"t"M"t"Y45-49"t2010-01-01t3922
"AD"t"M"t"Y45-49"t2011-01-01t3627
"AD"t"M"t"Y45-49"t2012-01-01t3627
"AD"t"M"t"Y45-49"t2013-01-01t3602
"AD"t"M"t"Y45-49"t2019-01-01t3628
"AD"t"F"t"Y5-9"t1986-01-01t1496
"AD"t"F"t"Y5-9"t1987-01-01t1588
"AD"t"F"t"Y5-9"t1988-01-01t1574
"AD"t"F"t"Y5-9"t1989-01-01t1606
"AD"t"F"t"Y5-9"t1990-01-01t1562
"AD"t"F"t"Y5-9"t1991-01-01t1536
"AD"t"F"t"Y5-9"t1992-01-01t1550
"AD"t"F"t"Y5-9"t1993-01-01t1495
"AD"t"F"t"Y5-9"t1994-01-01t1514
"AD"t"F"t"Y5-9"t1995-01-01t1546
"AD"t"F"t"Y5-9"t1996-01-01t1541
"AD"t"F"t"Y5-9"t1997-01-01t1600
"AD"t"F"t"Y5-9"t1998-01-01t1687
"AD"t"F"t"Y5-9"t1999-01-01t1716
"AD"t"F"t"Y5-9"t2000-01-01t1679
"AD"t"F"t"Y5-9"t2001-01-01t1650
"AD"t"F"t"Y5-9"t2002-01-01t1594
"AD"t"F"t"Y5-9"t2003-01-01t1571
"AD"t"F"t"Y5-9"t2004-01-01t1696
"AD"t"F"t"Y5-9"t2005-01-01t1903
"AD"t"F"t"Y5-9"t2006-01-01t2005
"AD"t"F"t"Y5-9"t2007-01-01t2091
"AD"t"F"t"Y5-9"t2008-01-01t2133
"AD"t"F"t"Y5-9"t2009-01-01t2111
"AD"t"F"t"Y5-9"t2010-01-01t2020
"AD"t"F"t"Y5-9"t2011-01-01t1942
"AD"t"F"t"Y5-9"t2012-01-01t1942
"AD"t"F"t"Y5-9"t2013-01-01t1866
"AD"t"F"t"Y5-9"t2019-01-01t1911
"AD"t"M"t"Y5-9"t1986-01-01t1651
"AD"t"M"t"Y5-9"t1987-01-01t1641
"AD"t"M"t"Y5-9"t1988-01-01t1690
"AD"t"M"t"Y5-9"t1989-01-01t1690
"AD"t"M"t"Y5-9"t1990-01-01t1610
"AD"t"M"t"Y5-9"t1991-01-01t1620
"AD"t"M"t"Y5-9"t1992-01-01t1655
"AD"t"M"t"Y5-9"t1993-01-01t1637
"AD"t"M"t"Y5-9"t1994-01-01t1663
"AD"t"M"t"Y5-9"t1995-01-01t1697
"AD"t"M"t"Y5-9"t1996-01-01t1714
"AD"t"M"t"Y5-9"t1997-01-01t1737
"AD"t"M"t"Y5-9"t1998-01-01t1795
"AD"t"M"t"Y5-9"t1999-01-01t1830
"AD"t"M"t"Y5-9"t2000-01-01t1793
"AD"t"M"t"Y5-9"t2001-01-01t1803
"AD"t"M"t"Y5-9"t2002-01-01t1796
"AD"t"M"t"Y5-9"t2003-01-01t1813
"AD"t"M"t"Y5-9"t2004-01-01t1904
"AD"t"M"t"Y5-9"t2005-01-01t2050
"AD"t"M"t"Y5-9"t2006-01-01t2157
"AD"t"M"t"Y5-9"t2007-01-01t2263
"AD"t"M"t"Y5-9"t2008-01-01t2285
